Data set,"Top 500 authors, by number of publications"
Entity,"Indian Institute of Science Bangalore"
Year range,2011 to 2017
Filtered by,"not filtered"
Types of publications included,all publication types
Self-citations,included

Data source,Scopus
Date last updated,24 February 2017
Date exported,17 March 2017

Name,Publications,Most recent publication,Citations,Citations per Publication,Field-Weighted Citation Impact,h-index,Scopus author ID,Scopus author profile
"Garg, Pardeep",14,2016,154,11.0,2.36,5.0,55389365600,http://www.scopus.com/authid/detail.url?authorId=55389365600
"Gundiah, Namrata",14,2017,43,3.1,0.89,8.0,8644222000,http://www.scopus.com/authid/detail.url?authorId=8644222000
"Haritsa, Jayant R.",14,2016,11,0.8,1.40,14.0,7003832747,http://www.scopus.com/authid/detail.url?authorId=7003832747
"Iyer, Srikanth K.",14,2017,11,0.8,0.09,6.0,7202948038,http://www.scopus.com/authid/detail.url?authorId=7202948038
"Miglani, Ankur",14,2016,57,4.1,1.47,5.0,55578386900,http://www.scopus.com/authid/detail.url?authorId=55578386900
"Misra, Santosh K.",14,2016,280,20.0,1.85,12.0,54411180000,http://www.scopus.com/authid/detail.url?authorId=54411180000
"Murali, Banavoth",14,2015,80,5.7,1.40,9.0,55758315500,http://www.scopus.com/authid/detail.url?authorId=55758315500
"Nandakumaran, Akambadath K.",14,2016,39,2.8,0.87,8.0,6506400880,http://www.scopus.com/authid/detail.url?authorId=6506400880
"Narasimha Rao, K. V.",14,2014,122,8.7,1.00,12.0,55905485100,http://www.scopus.com/authid/detail.url?authorId=55905485100
"Pandey, Tribhuwan",14,2016,132,9.4,2.26,6.0,55641482000,http://www.scopus.com/authid/detail.url?authorId=55641482000
"Pawar, Shital Patangrao",14,2017,107,7.6,1.82,6.0,56080927400,http://www.scopus.com/authid/detail.url?authorId=56080927400
"Ramasesha, Sheela K.",14,2017,15,1.1,0.42,6.0,7005798673,http://www.scopus.com/authid/detail.url?authorId=7005798673
"Rangarajan, Govindan",14,2016,135,9.6,2.30,23.0,56269201800,http://www.scopus.com/authid/detail.url?authorId=56269201800
"Saini, Deepak Kumar",14,2017,26,1.9,1.03,11.0,20434704000,http://www.scopus.com/authid/detail.url?authorId=20434704000
"Saraf, Rohit",14,2017,101,7.2,3.32,7.0,56410640100,http://www.scopus.com/authid/detail.url?authorId=56410640100
"Savithri, Handanahal Subbarao Rao",14,2016,23,1.6,0.61,23.0,7006074158,http://www.scopus.com/authid/detail.url?authorId=7006074158
"Seethamraju, Sindhu",14,2016,72,5.1,0.76,6.0,55638914400,http://www.scopus.com/authid/detail.url?authorId=55638914400
"Shrivastava, Mayank",14,2017,16,1.1,1.50,11.0,35119398300,http://www.scopus.com/authid/detail.url?authorId=35119398300
"Sivakumar, Dakshinamurthi B.",14,2016,56,4.0,0.66,11.0,55611586900,http://www.scopus.com/authid/detail.url?authorId=55611586900
"Sood, Ajay K.",14,2017,114,8.1,2.12,15.0,24548035600,http://www.scopus.com/authid/detail.url?authorId=24548035600
"Srikrishna, Adusumilli",14,2012,64,4.6,0.49,20.0,56243643600,http://www.scopus.com/authid/detail.url?authorId=56243643600
"Srivastava, M.",14,2017,211,15.1,1.93,9.0,37035225700,http://www.scopus.com/authid/detail.url?authorId=37035225700
"Viswanatha, Ranjani",14,2017,21,1.5,0.31,22.0,6507937726,http://www.scopus.com/authid/detail.url?authorId=6507937726
"Azeez, Najath Abdul",13,2014,101,7.8,1.43,6.0,55362467300,http://www.scopus.com/authid/detail.url?authorId=55362467300
"Basuroy, Krishnayan",13,2016,86,6.6,0.65,6.0,55022657000,http://www.scopus.com/authid/detail.url?authorId=55022657000
"Bhatia, Ravi Raj",13,2015,67,5.2,0.62,8.0,35182518300,http://www.scopus.com/authid/detail.url?authorId=35182518300
"Biswas, Samir Kumar",13,2016,65,5.0,2.32,6.0,36880397300,http://www.scopus.com/authid/detail.url?authorId=36880397300
"Biswas, Sourav",13,2016,101,7.8,2.22,13.0,55635634000,http://www.scopus.com/authid/detail.url?authorId=55635634000
"Chakraborty, Debarghya",13,2014,48,3.7,1.15,5.0,38061110800,http://www.scopus.com/authid/detail.url?authorId=38061110800
"Chandan, Greeshma",13,2016,10,0.8,0.20,2.0,6506825928,http://www.scopus.com/authid/detail.url?authorId=6506825928
"Dey, Palash K.",13,2016,12,0.9,1.92,2.0,56219544300,http://www.scopus.com/authid/detail.url?authorId=56219544300
"Dube, Sourabh",13,2016,38,2.9,2.69,70.0,35227182300,http://www.scopus.com/authid/detail.url?authorId=35227182300
"Gupta, Satyajit K.",13,2014,185,14.2,1.82,11.0,55440860900,http://www.scopus.com/authid/detail.url?authorId=55440860900
"Hazarika, Abhijit",13,2016,202,15.5,1.80,7.0,36607936300,http://www.scopus.com/authid/detail.url?authorId=36607936300
"Karak, Bidya Binay",13,2014,185,14.2,1.15,11.0,34969398200,http://www.scopus.com/authid/detail.url?authorId=34969398200
"Kashyap, Sanjay",13,2016,72,5.5,1.44,7.0,56152593100,http://www.scopus.com/authid/detail.url?authorId=56152593100
"Khatei, Jayakrishna",13,2015,64,4.9,0.50,5.0,36456655600,http://www.scopus.com/authid/detail.url?authorId=36456655600
"Mishra, Manish Kumar",13,2016,152,11.7,2.04,6.0,56357224000,http://www.scopus.com/authid/detail.url?authorId=56357224000
"Mohan, Lokesh",13,2016,10,0.8,0.20,2.0,56416086600,http://www.scopus.com/authid/detail.url?authorId=56416086600
"Mukherji, Utpal",13,2016,9,0.7,0.50,4.0,6603100741,http://www.scopus.com/authid/detail.url?authorId=6603100741
"Pant, Ila",13,2016,84,6.5,1.28,5.0,55532830100,http://www.scopus.com/authid/detail.url?authorId=55532830100
"Raj, Baldev",13,2016,17,1.3,0.64,42.0,7102615581,http://www.scopus.com/authid/detail.url?authorId=7102615581
"Rajeevan., P. P.",13,2014,291,22.4,3.01,9.0,37066559800,http://www.scopus.com/authid/detail.url?authorId=37066559800
"Reddy, Nandanapalli Koteeswara",13,2016,39,3.0,0.51,17.0,55665688600,http://www.scopus.com/authid/detail.url?authorId=55665688600
"Santra, Sangeeta",13,2017,31,2.4,0.54,3.0,54893969300,http://www.scopus.com/authid/detail.url?authorId=54893969300
"Sastry, P. S R Srinivasa",13,2016,77,5.9,1.08,14.0,35410417800,http://www.scopus.com/authid/detail.url?authorId=35410417800
"Somyajit, Kumar",13,2015,162,12.5,1.65,8.0,36661466900,http://www.scopus.com/authid/detail.url?authorId=36661466900
"Suresh, Koppoju S.",13,2016,59,4.5,0.90,6.0,54882593400,http://www.scopus.com/authid/detail.url?authorId=54882593400
"Susheela Devi, V. S.",13,2016,6,0.5,0.44,2.0,15827082100,http://www.scopus.com/authid/detail.url?authorId=15827082100
"Vidya Sagar, R.",13,2016,73,5.6,1.03,5.0,23989412700,http://www.scopus.com/authid/detail.url?authorId=23989412700
"Yashonath, Subramanian",13,2016,51,3.9,0.48,16.0,56276145400,http://www.scopus.com/authid/detail.url?authorId=56276145400
"Bhatia, Ashutosh",12,2016,14,1.2,1.27,3.0,55818992700,http://www.scopus.com/authid/detail.url?authorId=55818992700
"Bhattacharyya, Moitrayee",12,2016,135,11.3,1.25,8.0,55343806300,http://www.scopus.com/authid/detail.url?authorId=55343806300
"Bhattacharyya, Tirthankar",12,2016,47,3.9,1.53,7.0,56213617200,http://www.scopus.com/authid/detail.url?authorId=56213617200
"Chandra, Nagasuma R.",12,2016,51,4.3,0.84,25.0,55417268200,http://www.scopus.com/authid/detail.url?authorId=55417268200
"Das, Prosenjit",12,2016,22,1.8,0.48,8.0,55373112000,http://www.scopus.com/authid/detail.url?authorId=55373112000
"Das, Saumitra M.",12,2016,59,4.9,0.82,23.0,35614639900,http://www.scopus.com/authid/detail.url?authorId=35614639900
"Das, Upasana R.",12,2015,136,11.3,1.16,7.0,55335120500,http://www.scopus.com/authid/detail.url?authorId=55335120500
"Datta, Tanumay",12,2014,156,13.0,5.55,8.0,36239793600,http://www.scopus.com/authid/detail.url?authorId=36239793600
"Dutta, Pradip",12,2016,43,3.6,0.89,4.0,56214538300,http://www.scopus.com/authid/detail.url?authorId=56214538300
"Gadgil, Sulochana",12,2016,61,5.1,0.60,22.0,7006186794,http://www.scopus.com/authid/detail.url?authorId=7006186794
"Goswami, Ankur",12,2015,82,6.8,0.92,6.0,36097975600,http://www.scopus.com/authid/detail.url?authorId=36097975600
"Hegde, Gopal M.",12,2015,14,1.2,0.33,3.0,55360504000,http://www.scopus.com/authid/detail.url?authorId=55360504000
"Hegde, Mahesh Chandra",12,2016,207,17.3,2.21,9.0,8678124000,http://www.scopus.com/authid/detail.url?authorId=8678124000
"Khajuria, Deepak Kumar",12,2016,62,5.2,1.49,7.0,36113876000,http://www.scopus.com/authid/detail.url?authorId=36113876000
"Koteswara Rao, Kota S R",12,2016,40,3.3,0.85,7.0,6603388068,http://www.scopus.com/authid/detail.url?authorId=6603388068
"Kumar, Prajwal Suresh Anil",12,2015,71,5.9,0.79,7.0,55339786100,http://www.scopus.com/authid/detail.url?authorId=55339786100
"Lalitha, V.",12,2014,122,10.2,5.59,5.0,36451036300,http://www.scopus.com/authid/detail.url?authorId=36451036300
"Madhavan, Vinod E.",12,2015,80,6.7,0.99,7.0,24400270600,http://www.scopus.com/authid/detail.url?authorId=24400270600
"Misra, Prasant",12,2016,24,2.0,2.65,5.0,35318214000,http://www.scopus.com/authid/detail.url?authorId=35318214000
"Mukhopadhyay, Chiranjit Asish K",12,2016,23,1.9,0.67,6.0,7006107633,http://www.scopus.com/authid/detail.url?authorId=7006107633
"Nambiar, Mridula",12,2015,348,29.0,1.59,13.0,24741155700,http://www.scopus.com/authid/detail.url?authorId=24741155700
"Narasimhan, Harikrishna",12,2015,57,4.8,2.58,6.0,24341748300,http://www.scopus.com/authid/detail.url?authorId=24341748300
"Pandey, Anshu K.",12,2016,39,3.3,1.04,12.0,8452876800,http://www.scopus.com/authid/detail.url?authorId=8452876800
"Rangarajan, Pundi Narasimha",12,2016,65,5.4,0.58,22.0,23393885200,http://www.scopus.com/authid/detail.url?authorId=23393885200
"Saha, Chandan",12,2016,29,2.4,1.77,6.0,12646131400,http://www.scopus.com/authid/detail.url?authorId=12646131400
"Sarkar, Korak",12,2016,45,3.8,0.70,5.0,55553213100,http://www.scopus.com/authid/detail.url?authorId=55553213100
"Sarma, Siddhartha",12,2016,3,0.3,0.18,1.0,55839746000,http://www.scopus.com/authid/detail.url?authorId=55839746000
"Shaila, Melkote Subbarao",12,2016,37,3.1,0.43,22.0,7005700883,http://www.scopus.com/authid/detail.url?authorId=7005700883
"Syal, Kirtimaan",12,2016,23,1.9,0.47,4.0,54894025600,http://www.scopus.com/authid/detail.url?authorId=54894025600
"Vijayraghavan, Usha",12,2016,76,6.3,0.84,13.0,6603877760,http://www.scopus.com/authid/detail.url?authorId=6603877760

"© 2017 Elsevier B.V. All rights reserved. SciVal, RELX Group and the RE symbol are trade marks of RELX Intellectual Properties SA, used under license."
