University,Industry Income-16,Industry Income-17,,,B2-C2,D2/B2,E2^2,,,
Johns Hopkins UniversityUnited States,100,100,,,0,0,0,,,0
Duke UniversityUnited States,100,100,,,0,0,0,,,0
LMU MunichGermany,100,100,,,0,0,0,,,0
Peking UniversityChina,100,100,,,0,0,0,,,0
Wageningen University & ResearchNetherlands,100,100,,,0,0,0,,,0
University of FreiburgGermany,100,100,,,0,0,0,,,0
"Korea Advanced Institute of Science and Technology (KAIST)Korea, Republic of",100,100,,,0,0,0,,,0
Pontifical Catholic University of Rio de Janeiro (PUC-Rio)Brazil,100,100,,,0,0,0,,,0
China University of Petroleum (Beijing)China,100,100,,,0,0,0,,,0
University of StuttgartGermany,99.8,100,,,-0.2,-0.002004008,0.000004016,,,0.002004008
University of the WitwatersrandSouth Africa,99.7,100,,,-0.3,-0.0030090271,9.054243975658E-006,,,0.0030090271
Technical University of MunichGermany,99.2,100,,,-0.8,-0.0080645161,6.5036420395421E-005,,,0.0080645161
Istanbul Technical UniversityTurkey,72.1,100,,,-27.9,-0.386962552,0.1497400167,,,0.386962552
Delft University of TechnologyNetherlands,100,99.9,,,0.1,0.001,0.000001,,,0.001
KU LeuvenBelgium,100,99.8,,,0.2,0.002,0.000004,,,0.002
Tsinghua UniversityChina,100,99.7,,,0.3,0.003,0.000009,,,0.003
National Research Nuclear University MePhIRussian Federation,99.8,99.7,,,0.1,0.001002004,0.000001004,,,0.001002004
"Pohang University of Science and TechnologyKorea, Republic of",100,99.6,,,0.4,0.004,0.000016,,,0.004
National Cheng Kung University (NCKU)Taiwan,100,99.4,,,0.6,0.006,0.000036,,,0.006
University of LiÃ¨geBelgium,98.9,99.4,,,-0.5,-0.0050556117,2.55592099545966E-005,,,0.0050556117
RWTH Aachen UniversityGermany,98.1,99.4,,,-1.3,-0.0132517839,0.0001756098,,,0.0132517839
Tianjin UniversityChina,100,99.3,,,0.7,0.007,0.000049,,,0.007
University of BaselSwitzerland,99.9,99.3,,,0.6,0.006006006,3.60721081441812E-005,,,0.006006006
Swedish University of Agricultural SciencesSweden,99.9,98.9,,,1,0.01001001,0.0001002003,,,0.01001001
Indian Institute of Technology KanpurIndia,28,98.8,28,98.8,-70.8,-2.5285714286,6.3936734694,,,2.5285714286
Tongji UniversityChina,63.5,98.7,,,-35.2,-0.5543307087,0.3072825346,,,0.5543307087
Moscow Institute of Physics and TechnologyRussian Federation,62.8,98.7,,,-35.9,-0.571656051,0.3267906406,,,0.571656051
"Korea UniversityKorea, Republic of",99.8,98.6,,,1.2,0.0120240481,0.0001445777,,,0.0120240481
Karlsruhe Institute of TechnologyGermany,99.5,98.3,,,1.2,0.0120603015,0.0001454509,,,0.0120603015
Taipei Medical UniversityTaiwan,42.2,97.9,,,-55.7,-1.3199052133,1.742149772,,,1.3199052133
Harbin Institute of TechnologyChina,99.8,97.7,,,2.1,0.0210420842,0.0004427693,,,0.0210420842
King Saud UniversitySaudi Arabia,57.4,96.4,,,-39,-0.6794425087,0.4616421226,,,0.6794425087
University of Erlangen-NurembergGermany,99.4,96,,,3.4,0.0342052314,0.0011699979,,,0.0342052314
University of South FloridaUnited States,99.8,95.8,,,4,0.0400801603,0.0016064193,,,0.0400801603
TU Dresden Germany,99.7,95.7,,,4,0.0401203611,0.0016096434,,,0.0401203611
Technical University of DarmstadtGermany,99.1,95.1,,,4,0.0403632694,0.0016291935,,,0.0403632694
University of MinnesotaUnited States,98.5,94.2,,,4.3,0.0436548223,0.0019057435,,,0.0436548223
Nanyang Technological UniversitySingapore,99.9,93.5,,,6.4,0.0640640641,0.0041042043,,,0.0640640641
Monterrey Institute of Technology and Higher EducationMexico,75.8,93.5,,,-17.7,-0.2335092348,0.0545265628,,,0.2335092348
King Fahd University of Petroleum and MineralsSaudi Arabia,81.2,92.8,,,-11.6,-0.1428571429,0.0204081633,,,0.1428571429
University of DelawareUnited States,98.7,92.5,,,6.2,0.062816616,0.0039459272,,,0.062816616
Wuhan UniversityChina,97.8,91.1,,,6.7,0.0685071575,0.0046932306,,,0.0685071575
California Institute of TechnologyUnited States,97.8,90.8,,,7,0.0715746421,0.0051229294,,,0.0715746421
Shanghai Jiao Tong UniversityChina,92.9,90.5,,,2.4,0.0258342304,0.0006674075,,,0.0258342304
"Isfahan University of TechnologyIran, Islamic Republic of",99.5,89.8,,,9.7,0.0974874372,0.0095038004,,,0.0974874372
National Chiao Tung UniversityTaiwan,96.9,89.3,,,7.6,0.0784313725,0.0061514802,,,0.0784313725
Zhejiang UniversityChina,96.2,89.2,,,7,0.0727650728,0.0052947558,,,0.0727650728
Lomonosov Moscow State UniversityRussian Federation,95.7,89.1,,,6.6,0.0689655172,0.0047562426,,,0.0689655172
"Sungkyunkwan University (SKKU)Korea, Republic of",97.5,88.9,,,8.6,0.0882051282,0.0077801446,,,0.0882051282
University of Cape TownSouth Africa,92.7,88.8,,,3.9,0.0420711974,0.0017699857,,,0.0420711974
Massachusetts Institute of TechnologyUnited States,95.4,88.4,,,7,0.0733752621,0.0053839291,,,0.0733752621
"University of California, Santa BarbaraUnited States",90.4,87.6,,,2.8,0.0309734513,0.0009593547,,,0.0309734513
Scuola Superiore Santâ€™AnnaItaly,71.2,86.6,,,-15.4,-0.2162921348,0.0467822876,,,0.2162921348
Northwestern UniversityUnited States,81.2,85.8,,,-4.6,-0.0566502463,0.0032092504,,,0.0566502463
Maastricht UniversityNetherlands,95.4,85.7,,,9.7,0.1016771488,0.0103382426,,,0.1016771488
"Sharif University of TechnologyIran, Islamic Republic of",87.8,85.3,,,2.5,0.0284738041,0.0008107575,,,0.0284738041
"Seoul National UniversityKorea, Republic of",85.4,85.2,,,0.2,0.0023419204,5.48459104146915E-006,,,0.0023419204
University of TwenteNetherlands,91.2,84.6,,,6.6,0.0723684211,0.0052371884,,,0.0723684211
Ghent UniversityBelgium,88.3,84.4,,,3.9,0.0441676104,0.0019507778,,,0.0441676104
Ulm UniversityGermany,58.4,84,,,-25.6,-0.4383561644,0.1921561269,,,0.4383561644
Nagoya UniversityJapan,91.4,83.6,,,7.8,0.0853391685,0.0072827737,,,0.0853391685
University of South AustraliaAustralia,85.9,82.9,,,3,0.0349243306,0.0012197089,,,0.0349243306
KoÃ§ UniversityTurkey,82.4,81.9,,,0.5,0.0060679612,3.68201527005373E-005,,,0.0060679612
"Hanyang UniversityKorea, Republic of",87.9,81.8,,,6.1,0.0693970421,0.0048159495,,,0.0693970421
Dalian University of TechnologyChina,93.3,81.5,,,11.8,0.1264737406,0.0159956071,,,0.1264737406
Indian Institute of Technology MadrasIndia,88.9,81.1,88.9,81.1,7.8,0.0877390326,0.0076981378,,,0.0877390326
Utrecht UniversityNetherlands,89.1,80.7,,,8.4,0.0942760943,0.008887982,,,0.0942760943
King Mongkutâ€™s University of Technology ThonburiThailand,70.3,80.3,,,-10,-0.1422475107,0.0202343543,,,0.1422475107
University of GroningenNetherlands,92.4,79.9,,,12.5,0.1352813853,0.0183010532,,,0.1352813853
"Yonsei UniversityKorea, Republic of",75.9,79.8,,,-3.9,-0.0513833992,0.0026402537,,,0.0513833992
"Kyung Hee UniversityKorea, Republic of",89.4,79.3,,,10.1,0.1129753915,0.0127634391,,,0.1129753915
Rensselaer Polytechnic InstituteUnited States,79.6,79.1,,,0.5,0.006281407,3.9456074341557E-005,,,0.006281407
Beijing Institute of TechnologyChina,87.6,78.4,,,9.2,0.1050228311,0.011029795,,,0.1050228311
National Taiwan Normal UniversityTaiwan,81.9,78.3,,,3.6,0.043956044,0.0019321338,,,0.043956044
Northwestern Polytechnical UniversityChina,28,78.3,,,-50.3,-1.7964285714,3.2271556122,,,1.7964285714
Xidian UniversityChina,83.7,78.2,,,5.5,0.0657108722,0.0043179187,,,0.0657108722
University of Duisburg-EssenGermany,82.3,77.8,,,4.5,0.0546780073,0.0029896845,,,0.0546780073
SabancÄ± UniversityTurkey,70,77.7,,,-7.7,-0.11,0.0121,,,0.11
University of Science and Technology of ChinaChina,80.3,77.6,,,2.7,0.0336239103,0.0011305673,,,0.0336239103
University of MannheimGermany,85.3,76.4,,,8.9,0.1043376319,0.0108863414,,,0.1043376319
Sichuan UniversityChina,90.8,76.3,,,14.5,0.15969163,0.0255014167,,,0.15969163
University of LausanneSwitzerland,56,76.1,,,-20.1,-0.3589285714,0.1288297194,,,0.3589285714
Monash UniversityAustralia,82.5,76,,,6.5,0.0787878788,0.0062075298,,,0.0787878788
University of BernSwitzerland,82.9,75.5,,,7.4,0.0892641737,0.0079680927,,,0.0892641737
Kyoto UniversityJapan,79,75.1,,,3.9,0.0493670886,0.0024371094,,,0.0493670886
Colorado School of MinesUnited States,83.7,74.9,,,8.8,0.1051373955,0.0110538719,,,0.1051373955
Georgetown UniversityUnited States,80.7,74.4,,,6.3,0.0780669145,0.0060944431,,,0.0780669145
National Taipei University of TechnologyTaiwan,81.3,74,,,7.3,0.0897908979,0.0080624053,,,0.0897908979
Osaka UniversityJapan,76.1,73.9,,,2.2,0.0289093298,0.0008357494,,,0.0289093298
Nanjing UniversityChina,58.6,73.9,,,-15.3,-0.2610921502,0.0681691109,,,0.2610921502
Vanderbilt UniversityUnited States,63.2,73.5,,,-10.3,-0.1629746835,0.0265607475,,,0.1629746835
University of KonstanzGermany,92.4,73.1,,,19.3,0.2088744589,0.0436285396,,,0.2088744589
Karolinska InstituteSweden,75.8,72.1,,,3.7,0.0488126649,0.0023826763,,,0.0488126649
Ã‰cole PolytechniqueFrance,82.3,71.9,,,10.4,0.1263669502,0.0159686061,,,0.1263669502
Indian Institute of Technology DelhiIndia,62.8,71.7,62.8,71.7,-8.9,-0.1417197452,0.0200844862,,,0.1417197452
Vienna University of TechnologyAustria,86.5,70.9,,,15.6,0.1803468208,0.0325249758,,,0.1803468208
Kyushu UniversityJapan,83.2,70.8,,,12.4,0.1490384615,0.022212463,,,0.1490384615
Chalmers University of TechnologySweden,79.5,70.8,,,8.7,0.1094339623,0.0119757921,,,0.1094339623
University of QueenslandAustralia,76.7,70.6,,,6.1,0.0795306389,0.0063251225,,,0.0795306389
University of AucklandNew Zealand,78,70.5,,,7.5,0.0961538462,0.0092455621,,,0.0961538462
National Taiwan University of Science and Technology (Taiwan Tech)Taiwan,92.2,70.1,,,22.1,0.2396963124,0.0574543222,,,0.2396963124
University of Southern DenmarkDenmark,28,69.9,,,-41.9,-1.4964285714,2.2392984694,,,1.4964285714
Ã‰cole Polytechnique FÃ©dÃ©rale de LausanneSwitzerland,65.4,69.8,,,-4.4,-0.0672782875,0.004526368,,,0.0672782875
"China Medical University, TaiwanTaiwan",60.4,69.6,,,-9.2,-0.1523178808,0.0232007368,,,0.1523178808
Tohoku UniversityJapan,74.7,69.5,,,5.2,0.0696117805,0.0048458,,,0.0696117805
University of KaiserslauternGermany,80.2,69.2,,,11,0.1371571072,0.0188120721,,,0.1371571072
University of SaskatchewanCanada,62.9,69,,,-6.1,-0.0969793323,0.0094049909,,,0.0969793323
"Ewha Womans UniversityKorea, Republic of",57.6,68.7,,,-11.1,-0.1927083333,0.0371365017,,,0.1927083333
Lund UniversitySweden,70.4,68.5,,,1.9,0.0269886364,0.0007283865,,,0.0269886364
Soochow UniversityChina,75.3,68.1,,,7.2,0.0956175299,0.009142712,,,0.0956175299
Huazhong University of Science and TechnologyChina,71.8,68,,,3.8,0.0529247911,0.0028010335,,,0.0529247911
South China University of TechnologyChina,86.8,67.9,,,18.9,0.2177419355,0.0474115505,,,0.2177419355
Graz University of TechnologyAustria,77.2,67.8,,,9.4,0.121761658,0.0148259014,,,0.121761658
University of MontrealCanada,92.6,67.7,,,24.9,0.2688984881,0.0723063969,,,0.2688984881
University of AdelaideAustralia,79.3,67.5,,,11.8,0.1488020177,0.0221420405,,,0.1488020177
Imperial College LondonUnited Kingdom,53.7,67.5,,,-13.8,-0.2569832402,0.0660403858,,,0.2569832402
"University of California, San DiegoUnited States",56.7,67.3,,,-10.6,-0.1869488536,0.0349498739,,,0.1869488536
University of GenevaSwitzerland,72.4,66.7,,,5.7,0.0787292818,0.0061982998,,,0.0787292818
National Institute of Applied Sciences of Lyon (INSA Lyon)France,40.3,66.7,,,-26.4,-0.6550868486,0.4291387793,,,0.6550868486
University of TulsaUnited States,71.7,66.6,,,5.1,0.0711297071,0.0050594352,,,0.0711297071
City University of Hong KongHong Kong,50.1,66.4,,,-16.3,-0.3253493014,0.1058521679,,,0.3253493014
McMaster UniversityCanada,88,66.1,,,21.9,0.2488636364,0.0619331095,,,0.2488636364
King Abdulaziz UniversitySaudi Arabia,73.1,66,,,7.1,0.097127223,0.0094336974,,,0.097127223
National Central UniversityTaiwan,75.3,65.8,,,9.5,0.1261620186,0.0159168549,,,0.1261620186
Chongqing UniversityChina,73.8,65.4,,,8.4,0.1138211382,0.0129552515,,,0.1138211382
Aarhus UniversityDenmark,68.3,65.4,,,2.9,0.0424597365,0.0018028292,,,0.0424597365
Tampere University of TechnologyFinland,67.5,64.6,,,2.9,0.042962963,0.0018458162,,,0.042962963
Indian Institute of Technology RoorkeeIndia,81.4,64.3,81.4,64.3,17.1,0.2100737101,0.0441309637,,,0.2100737101
University of CologneGermany,68.5,64.3,,,4.2,0.0613138686,0.0037593905,,,0.0613138686
Tokyo Institute of TechnologyJapan,70.9,64.1,,,6.8,0.095909732,0.0091986767,,,0.095909732
University of SydneyAustralia,72.4,63.9,,,8.5,0.1174033149,0.0137835384,,,0.1174033149
"Pusan National UniversityKorea, Republic of",66.8,63.8,,,3,0.0449101796,0.0020169242,,,0.0449101796
ETH Zurich â€“ Swiss Federal Institute of Technology ZurichSwitzerland,80,63.7,,,16.3,0.20375,0.0415140625,,,0.20375
University of MelbourneAustralia,64.6,63.7,,,0.9,0.0139318885,0.0001940975,,,0.0139318885
University of NewcastleAustralia,64.4,63.7,,,0.7,0.0108695652,0.0001181474,,,0.0108695652
"Chung-Ang UniversityKorea, Republic of",61.3,63.6,,,-2.3,-0.0375203915,0.0014077798,,,0.0375203915
Bayreuth UniversityGermany,56.4,63.5,,,-7.1,-0.1258865248,0.0158474171,,,0.1258865248
University of Science and Technology BeijingChina,89.7,63.3,,,26.4,0.2943143813,0.086620955,,,0.2943143813
University of PretoriaSouth Africa,52.4,63.2,,,-10.8,-0.2061068702,0.042480042,,,0.2061068702
University of MÃ¼nsterGermany,58.2,62.6,,,-4.4,-0.0756013746,0.0057155678,,,0.0756013746
University of OxfordUnited Kingdom,73.1,62.5,,,10.6,0.1450068399,0.0210269836,,,0.1450068399
Georgia Institute of TechnologyUnited States,73.7,62.3,,,11.4,0.1546811398,0.023926255,,,0.1546811398
Leibniz University of HanoverGermany,69.6,62,,,7.6,0.1091954023,0.0119236359,,,0.1091954023
Hong Kong University of Science and TechnologyHong Kong,68.1,62,,,6.1,0.0895741557,0.0080235294,,,0.0895741557
Tomsk State UniversityRussian Federation,44,61.8,,,-17.8,-0.4045454545,0.1636570248,,,0.4045454545
Lappeenranta University of TechnologyFinland,80.3,61.5,,,18.8,0.2341220423,0.0548131307,,,0.2341220423
National University of SingaporeSingapore,49.8,61.3,,,-11.5,-0.2309236948,0.0533257528,,,0.2309236948
University of AlbertaCanada,47.4,61.3,,,-13.9,-0.2932489451,0.0859949438,,,0.2932489451
Stanford UniversityUnited States,63.3,60.9,,,2.4,0.0379146919,0.0014375239,,,0.0379146919
East China University of Science and TechnologyChina,64.7,60.7,,,4,0.0618238022,0.0038221825,,,0.0618238022
Technical University of DenmarkDenmark,50,60.6,,,-10.6,-0.212,0.044944,,,0.212
National Autonomous University of MexicoMexico,63.7,60.2,,,3.5,0.0549450549,0.0030189591,,,0.0549450549
Heidelberg UniversityGermany,68.2,60,,,8.2,0.1202346041,0.01445636,,,0.1202346041
"Inha UniversityKorea, Republic of",64.7,59.9,,,4.8,0.0741885626,0.0055039428,,,0.0741885626
"Amirkabir University of TechnologyIran, Islamic Republic of",55.7,59.9,,,-4.2,-0.0754039497,0.0056857556,,,0.0754039497
University of FribourgSwitzerland,60.8,59.7,,,1.1,0.0180921053,0.0003273243,,,0.0180921053
University of PaviaItaly,69.4,59.3,,,10.1,0.1455331412,0.0211798952,,,0.1455331412
Polytechnic University of MilanItaly,66.3,59.3,,,7,0.1055806938,0.0111472829,,,0.1055806938
Bielefeld UniversityGermany,60.9,59.3,,,1.6,0.026272578,0.0006902484,,,0.026272578
Ruhr University BochumGermany,66.6,59.2,,,7.4,0.1111111111,0.012345679,,,0.1111111111
Tomsk Polytechnic UniversityRussian Federation,60.2,59.1,,,1.1,0.0182724252,0.0003338815,,,0.0182724252
Queensland University of TechnologyAustralia,73.7,58.9,,,14.8,0.2008141113,0.0403263073,,,0.2008141113
Middle East Technical UniversityTurkey,60,58.8,,,1.2,0.02,0.0004,,,0.02
Tufts UniversityUnited States,60.7,58.5,,,2.2,0.0362438221,0.0013136146,,,0.0362438221
Tokyo Medical and Dental University (TMDU)Japan,59.5,58.2,,,1.3,0.0218487395,0.0004773674,,,0.0218487395
Tilburg UniversityNetherlands,57.4,58,,,-0.6,-0.0104529617,0.0001092644,,,0.0104529617
Johannes Gutenberg University of MainzGermany,70.7,57.8,,,12.9,0.1824611033,0.0332920542,,,0.1824611033
Erasmus University RotterdamNetherlands,54.6,57.7,,,-3.1,-0.0567765568,0.0032235774,,,0.0567765568
BoÄŸaziÃ§i UniversityTurkey,57.1,57.4,,,-0.3,-0.0052539405,2.76038903082736E-005,,,0.0052539405
Eindhoven University of TechnologyNetherlands,57.3,56.9,,,0.4,0.0069808028,4.8731607625278E-005,,,0.0069808028
Washington State UniversityUnited States,57.1,56.9,,,0.2,0.003502627,1.22683956925666E-005,,,0.003502627
University of TÃ¼bingenGermany,59.2,56.3,,,2.9,0.0489864865,0.0023996759,,,0.0489864865
University of NavarraSpain,63.5,55.6,,,7.9,0.1244094488,0.015477711,,,0.1244094488
Western UniversityCanada,59.7,55.1,,,4.6,0.0770519263,0.0059369993,,,0.0770519263
Hokkaido UniversityJapan,53.7,55,,,-1.3,-0.0242085661,0.0005860547,,,0.0242085661
Xiâ€™an Jiaotong UniversityChina,70.4,54.9,,,15.5,0.2201704545,0.0484750291,,,0.2201704545
"University of UlsanKorea, Republic of",64.7,54.7,,,10,0.1545595054,0.0238886407,,,0.1545595054
Laval UniversityCanada,57.5,54.7,,,2.8,0.0486956522,0.0023712665,,,0.0486956522
University of AmsterdamNetherlands,62.8,54.6,,,8.2,0.1305732484,0.0170493732,,,0.1305732484
University of AntwerpBelgium,60.3,54.6,,,5.7,0.0945273632,0.0089354224,,,0.0945273632
Tokushima UniversityJapan,59.6,54.3,,,5.3,0.0889261745,0.0079078645,,,0.0889261745
Sun Yat-sen UniversityChina,79.4,54.1,,,25.3,0.3186397985,0.1015313212,,,0.3186397985
Federal University of Santa CatarinaBrazil,42.9,54,,,-11.1,-0.2587412587,0.066947039,,,0.2587412587
"Shahid Beheshti UniversityIran, Islamic Republic of",58.9,53.8,,,5.1,0.0865874363,0.0074973841,,,0.0865874363
University of IowaUnited States,54.1,53.8,,,0.3,0.0055452865,3.07502024388336E-005,,,0.0055452865
Victoria University of WellingtonNew Zealand,45.6,53.6,,,-8,-0.1754385965,0.0307787011,,,0.1754385965
Australian National UniversityAustralia,48,53.5,,,-5.5,-0.1145833333,0.0131293403,,,0.1145833333
University of TokyoJapan,50.8,53.4,,,-2.6,-0.0511811024,0.0026195052,,,0.0511811024
University of Hawaiâ€™i at MÄnoaUnited States,44.7,53.2,,,-8.5,-0.1901565996,0.0361595324,,,0.1901565996
Fudan UniversityChina,28,53.2,,,-25.2,-0.9,0.81,,,0.9
Federal University of ViÃ§osaBrazil,59,53.1,,,5.9,0.1,0.01,,,0.1
Tokyo University of Marine Science and TechnologyJapan,57.9,53,,,4.9,0.0846286701,0.0071620118,,,0.0846286701
University of Hong KongHong Kong,53.7,52.9,,,0.8,0.0148975791,0.0002219379,,,0.0148975791
University of IcelandIceland,58.8,52.7,,,6.1,0.1037414966,0.0107622981,,,0.1037414966
Aalto UniversityFinland,61.6,52.5,,,9.1,0.1477272727,0.0218233471,,,0.1477272727
Istanbul UniversityTurkey,100,52.4,,,47.6,0.476,0.226576,,,0.476
University of TampereFinland,40,52.2,,,-12.2,-0.305,0.093025,,,0.305
Memorial University of NewfoundlandCanada,48.3,52.1,,,-3.8,-0.0786749482,0.0061897475,,,0.0786749482
Pennsylvania State UniversityUnited States,56.2,51.9,,,4.3,0.0765124555,0.0058541558,,,0.0765124555
Carnegie Mellon UniversityUnited States,57.5,51.8,,,5.7,0.0991304348,0.0098268431,,,0.0991304348
Chiba UniversityJapan,55.3,51.7,,,3.6,0.0650994575,0.0042379394,,,0.0650994575
Pontifical Catholic University of ValparaÃ­soChile,44.3,51.7,,,-7.4,-0.1670428894,0.0279033269,,,0.1670428894
University of TasmaniaAustralia,42.7,51.7,,,-9,-0.2107728337,0.0444251874,,,0.2107728337
Scuola Normale Superiore di PisaItaly,52,51.6,,,0.4,0.0076923077,5.91715976331357E-005,,,0.0076923077
UniversitÃ© Catholique de LouvainBelgium,51,51.5,,,-0.5,-0.0098039216,9.61168781237985E-005,,,0.0098039216
University of Texas at AustinUnited States,63.1,51.3,,,11.8,0.1870047544,0.0349707782,,,0.1870047544
National Taiwan Ocean UniversityTaiwan,49.3,51.3,,,-2,-0.0405679513,0.0016457587,,,0.0405679513
KTH Royal Institute of TechnologySweden,78.1,51.1,,,27,0.3457106274,0.1195158379,,,0.3457106274
Mahidol UniversityThailand,71.6,50.8,,,20.8,0.2905027933,0.0843918729,,,0.2905027933
"Iran University of Science and TechnologyIran, Islamic Republic of",61.2,50.7,,,10.5,0.1715686275,0.0294357939,,,0.1715686275
Ohio State UniversityUnited States,53.1,50.6,,,2.5,0.0470809793,0.0022166186,,,0.0470809793
University College CorkIreland,47.1,50.6,,,-3.5,-0.0743099788,0.0055219729,,,0.0743099788
University of Alaska FairbanksUnited States,51.2,50.5,,,0.7,0.013671875,0.0001869202,,,0.013671875
Kyushu Institute of TechnologyJapan,44.1,50.5,,,-6.4,-0.1451247166,0.0210611834,,,0.1451247166
University of CambridgeUnited Kingdom,55,50.4,,,4.6,0.0836363636,0.0069950413,,,0.0836363636
VU University AmsterdamNetherlands,60.1,50.3,,,9.8,0.1630615641,0.0265890737,,,0.1630615641
University of Illinois at Urbana-ChampaignUnited States,52.8,50.3,,,2.5,0.0473484848,0.002241879,,,0.0473484848
University of MinhoPortugal,51.6,50.3,,,1.3,0.0251937984,0.0006347275,,,0.0251937984
National University of Science and Technology (MISiS)Russian Federation,67.2,50.2,,,17,0.2529761905,0.0639969529,,,0.2529761905
China University of Geosciences (Wuhan)China,64.5,50.2,,,14.3,0.2217054264,0.0491532961,,,0.2217054264
University of MassachusettsUnited States,52.2,50.2,,,2,0.0383141762,0.0014679761,,,0.0383141762
Chulalongkorn UniversityThailand,37.8,50.2,,,-12.4,-0.328042328,0.107611769,,,0.328042328
"University of California, DavisUnited States",57.3,50,,,7.3,0.127399651,0.0162306711,,,0.127399651
Princeton UniversityUnited States,52.1,49.9,,,2.2,0.0422264875,0.0017830762,,,0.0422264875
University of PennsylvaniaUnited States,47.9,49.9,,,-2,-0.0417536534,0.0017433676,,,0.0417536534
University of WashingtonUnited States,43.1,49.8,,,-6.7,-0.1554524362,0.0241654599,,,0.1554524362
University of New South WalesAustralia,50,49.7,,,0.3,0.006,0.000036,,,0.006
University of HohenheimGermany,52.8,49.6,,,3.2,0.0606060606,0.0036730946,,,0.0606060606
Indian Institute of Technology KharagpurIndia,31.7,49.5,31.7,49.5,-17.8,-0.5615141956,0.3152981918,,,0.5615141956
Polytechnic University of TurinItaly,42.5,49.4,,,-6.9,-0.1623529412,0.0263584775,,,0.1623529412
University of the AndesColombia,28,49.4,,,-21.4,-0.7642857143,0.5841326531,,,0.7642857143
University of WollongongAustralia,57.9,49.2,,,8.7,0.1502590674,0.0225777873,,,0.1502590674
Rio de Janeiro State University (UERJ)Brazil,30.8,49.2,,,-18.4,-0.5974025974,0.3568898634,,,0.5974025974
Juntendo UniversityJapan,51.1,49.1,,,2,0.0391389432,0.0015318569,,,0.0391389432
University of Western AustraliaAustralia,64.5,48.8,,,15.7,0.2434108527,0.0592488432,,,0.2434108527
University of CalgaryCanada,52,48.8,,,3.2,0.0615384615,0.0037869822,,,0.0615384615
University of TorontoCanada,49.1,48.8,,,0.3,0.0061099796,3.73318511205788E-005,,,0.0061099796
Peter the Great St Petersburg Polytechnic UniversityRussian Federation,42.5,48.8,,,-6.3,-0.1482352941,0.0219737024,,,0.1482352941
Technical University of DortmundGermany,48.6,48.7,,,-0.1,-0.0020576132,4.23377195210769E-006,,,0.0020576132
"Chungnam National UniversityKorea, Republic of",39.9,48.5,,,-8.6,-0.2155388471,0.0464569946,,,0.2155388471
"Sogang UniversityKorea, Republic of",46.8,48.4,,,-1.6,-0.0341880342,0.0011688217,,,0.0341880342
"Ajou UniversityKorea, Republic of",45.7,48.4,,,-2.7,-0.0590809628,0.0034905602,,,0.0590809628
Vrije Universiteit BrusselBelgium,77.1,48.3,,,28.8,0.373540856,0.1395327711,,,0.373540856
University of WÃ¼rzburgGermany,47.9,48.1,,,-0.2,-0.0041753653,1.74336757597819E-005,,,0.0041753653
Indian Institute of ScienceIndia,52.4,48,52.4,48,4.4,0.0839694656,0.0070508712,,,0.0839694656
Hong Kong Polytechnic UniversityHong Kong,45.1,47.9,,,-2.8,-0.0620842572,0.003854455,,,0.0620842572
I-Shou UniversityTaiwan,41,47.9,,,-6.9,-0.1682926829,0.0283224271,,,0.1682926829
University of UtahUnited States,57.4,47.8,,,9.6,0.1672473868,0.0279716884,,,0.1672473868
China Agricultural UniversityChina,52.3,47.8,,,4.5,0.086042065,0.007403237,,,0.086042065
National Taiwan UniversityTaiwan,49.6,47.8,,,1.8,0.0362903226,0.0013169875,,,0.0362903226
Toyohashi University of TechnologyJapan,50.3,47.7,,,2.6,0.0516898608,0.0026718417,,,0.0516898608
Dalhousie UniversityCanada,50.3,47.6,,,2.7,0.0536779324,0.0028813204,,,0.0536779324
New Jersey Institute of TechnologyUnited States,32.2,47.6,,,-15.4,-0.4782608696,0.2287334594,,,0.4782608696
Iowa State UniversityUnited States,54,47.5,,,6.5,0.1203703704,0.0144890261,,,0.1203703704
Simon Fraser UniversityCanada,42.3,47.5,,,-5.2,-0.1229314421,0.0151121395,,,0.1229314421
University of Wisconsin-MadisonUnited States,48.5,47.4,,,1.1,0.0226804124,0.0005144011,,,0.0226804124
Leiden UniversityNetherlands,49.8,47.3,,,2.5,0.0502008032,0.0025201206,,,0.0502008032
National Tsing Hua UniversityTaiwan,49.5,47.3,,,2.2,0.0444444444,0.0019753086,,,0.0444444444
Harvard UniversityUnited States,45.2,47.3,,,-2.1,-0.046460177,0.002158548,,,0.046460177
"University of California, Los AngelesUnited States",47.9,47.1,,,0.8,0.0167014614,0.0002789388,,,0.0167014614
University of BremenGermany,46,47,,,-1,-0.0217391304,0.0004725898,,,0.0217391304
University of GuelphCanada,47.4,46.9,,,0.5,0.0105485232,0.0001112713,,,0.0105485232
Texas A&M UniversityUnited States,46.4,46.9,,,-0.5,-0.0107758621,0.0001161192,,,0.0107758621
Indian Institute of Technology BombayIndia,42.3,46.9,42.3,46.9,-4.6,-0.1087470449,0.0118259198,,,0.1087470449
Dublin City UniversityIreland,51.7,46.7,,,5,0.0967117988,0.009353172,,,0.0967117988
Ocean University of ChinaChina,50.1,46.6,,,3.5,0.0698602794,0.0048804586,,,0.0698602794
University of StrathclydeUnited Kingdom,44.1,46.6,,,-2.5,-0.0566893424,0.0032136815,,,0.0566893424
Norwegian University of Science and TechnologyNorway,51.8,46.5,,,5.3,0.1023166023,0.0104686871,,,0.1023166023
