# RANK20182017201620152018,UNIVERSITY,OVERALL SCORE,Academic Reputation,Citations per Faculty,Employer Reputation,Faculty Student,International Faculty,International Students
801-1000,Universidad Rey Juan Carlos,,,,,,,22.1
801-1000,Universidad Técnica Federico Santa María (USM),,,,33.9,,,
801-1000,Universidad Tecnológica Nacional (UTN),,,,,29.9,,
801-1000,Universidade da Coruña,,,,,36.3,,
801-1000,Universidade do Estado do Rio de Janeiro (UERJ),,,,,34,,
801-1000,Universidade Estadual de Londrina,,,,,54.9,,
801-1000,Universidade Federal da Bahia,,,,,32.1,,
801-1000,Universidade Federal de Santa Maria,,,,,,,
801-1000,Universidade Federal de Viçosa-UFV,,,,,26.6,,
801-1000,Universidade Federal do Ceará (UFC),,,,,,,
801-1000,Universidade Federal do Paraná - UFPR,,,,,,,
801-1000,Universidade Federal de Pernambuco (UFPE),,,,,,,
801-1000,Universidade Federal Fluminense,,,,,26.7,,
801-1000,Catania University,,,23.7,,,,
801-1000,University of Siena,,,29,,,,
801-1000,University of Palermo,,,,,,,
801-1000,Universitas Muhammadiyah Surakarta,,,,,,,
801-1000,Universität Rostock,,,26.9,,,,
801-1000,Université Charles-de-Gaulle Lille 3,,,,,,54.2,
801-1000,Université de Caen Basse-Normandie,,,,,,,
801-1000,Université de Cergy-Pontoise,,,,,,26.9,30.2
801-1000,Université de Poitiers,,,,,,,43.3
801-1000,Université Jean Moulin Lyon 3,,,,,,19.6,42.1
801-1000,Université Lille 2 Droit et Santé,,,,,,,
801-1000,Université Mohammed V de Rabat,,,,,,,
801-1000,Université Paris Ouest Nanterre La Défense,,,,,,,52.5
801-1000,Universit Paul-Valery Montpellier 3,,,,,,18.3,67.2
801-1000,University of Arkansas,,,,,,,
801-1000,University of Bahrain,,,,,,95.7,22.6
801-1000,University of Bari,,,,,,,
801-1000,University of Belgrade,,,,,,,
801-1000,University of Brawijaya,,,,,,,
801-1000,University of Central Lancashire,,,,,,30.3,51.2
801-1000,University of East London,,,,,,80.2,92.8
801-1000,University of Engineering & Technology (UET) Lahore,,,,,,,
801-1000,University of Ghana,,,,,,,
801-1000,University of Greenwich,,,,,,71,95.7
801-1000,University of Karachi,,,,,,,
801-1000,The University of Lahore,,,,,,,
801-1000,University of Maribor,,,,,,,
801-1000,University of Mississippi,,,,,36,,
801-1000,University of Montana Missoula,,,,,,,
801-1000,University of Mumbai,,,,39.3,,,
801-1000,University of Nairobi,,,,,,,
801-1000,University of New England Australia,,,23.6,,,,
801-1000,University of Pune,,,,,,,
801-1000,University of San Diego,,,,,25.8,,
801-1000,University of San Francisco,,,,,,,49.4
801-1000,University of Santo Tomas,,,,,,,
801-1000,University of the Pacific,,,,,39.8,,
801-1000,University of the Sunshine Coast,,,35.1,,,,29.6
801-1000,University of the Western Cape,,,,,,36.7,
801-1000,University of Wroclaw,,,,,,,
801-1000,Université de Toulouse II-Le Mirail,,,,,,34.1,56
801-1000,Utah State University,,,36.5,,,,
801-1000,Verona University,,,,,,,
801-1000,Voronezh State University,,,,,43.8,,
801-1000,Vytautas Magnus University,,,,,,25.2,
801-1000,Universitatea de Vest din Timisoara /  West University of Timisoara,,,,,,,
801-1000,Wroclaw University of Technology,,,,,,,
N/A,Baylor College of Medicine,,,,35.5,100,,31.3
N/A,BI Norwegian Business School,,,,,,82.3,22
N/A,Chung-Ang University (CAU),,,,,86.5,22.1,38.3
N/A,Copenhagen Business School,,,36.2,43.3,,83.3,75
N/A,Cranfield University,,,49.4,48.5,99.9,94.6,100
N/A,ESCP Europe - Paris,,,,84.4,,100,99.9
N/A,ESSEC Business School,,,32.2,93,,99.6,93.2
N/A,EBS Business School,,,22.6,33.5,,72.3,95.9
N/A,HEC Paris School of Management,,,60.2,99.6,,100,100
N/A,INSEAD,,34.1,55.2,99.5,65.1,100,100
N/A,Jawaharlal Nehru University,,38.1,,,71.8,,
N/A,Karolinska Institutet,,53.6,88.4,,99.8,88.7,64
N/A,King Abdullah University of Science & Technology,,,100,,84.5,100,100
N/A,London Business School,,37.9,96.9,99.6,,100,100
N/A,Stockholm School of Economics,,,62.2,60.8,,87.8,34.7
N/A,Bocconi University,,33.4,,98,,28.5,28.2
N/A,Université de Technologie de Compiègne (UTC),,,23.9,48.4,32.4,,50.3
N/A,"University of California, San Francisco",,59.5,69.6,,100,45.3,
N/A,"University of Economics, Prague",,,,40,,,73.2
N/A,Weizmann Institute of Science,,29.9,100,,99.9,,
N/A,WHU - Otto Beisheim School of Management,,,58.9,42.9,,80.5,41.8
